Rooms,Price,Bathroom,Landsize,Lattitude,Longtitude
2,562000.0,1.0,0.0,-37.90286,145.04772
3,1000000.0,2.0,298.0,-37.99464,145.08099
5,1501000.0,3.0,681.0,-37.72565,144.94953999999996
4,780000.0,2.0,555.0,-37.71561,144.94336
5,660000.0,2.0,571.0,-37.89467,144.72018
4,2450000.0,3.0,210.0,-37.83933,144.93771
3,840000.0,1.0,614.0,-37.71562,145.02175
2,668500.0,2.0,138.0,-37.72487,145.00705
2,890500.0,2.0,180.0,-37.81443,144.99079
5,870000.0,2.0,733.0,-37.91894,145.24305
2,643500.0,1.0,0.0,-37.95236,145.00737
3,572000.0,2.0,264.0,-38.10422,145.14158999999995
2,850000.0,1.0,152.0,-37.80697,144.8928
4,600000.0,2.0,505.0,-37.61957,145.0948
3,752500.0,1.0,623.0,-37.94106,145.16193
3,565000.0,1.0,614.0,-37.73074,144.78925
3,610000.0,1.0,563.0,-37.7627,144.81107
1,350000.0,1.0,0.0,-37.8614,144.97406999999995
2,525000.0,1.0,0.0,-37.87174,144.98286000000004
1,517500.0,1.0,980.0,-37.85954,144.98869
2,365000.0,1.0,881.0,-37.86476,144.97826
4,580000.0,2.0,613.0,-37.59501,144.70068999999995
3,420000.0,1.0,466.0,-37.57282,144.70553
3,2100000.0,1.0,841.0,-37.83729,145.10929
3,526000.0,2.0,407.0,-37.83867,144.7034
4,605500.0,2.0,724.0,-37.71071,144.74962
5,1705000.0,4.0,968.0,-37.77083,145.11516
4,2070000.0,3.0,530.0,-37.76281,145.01986000000005
3,905000.0,2.0,331.0,-37.73298,145.08893999999995
3,510000.0,2.0,658.0,-37.88688,144.67244
3,845000.0,1.0,422.0,-37.79644,144.86388
3,480000.0,1.0,743.0,-37.89757,144.63041
2,507000.0,1.0,0.0,-37.75571,144.90366
3,2500000.0,2.0,165.0,-37.84152,144.95027
3,787000.0,1.0,716.0,-37.77917,144.81407
4,2220000.0,2.0,580.0,-37.77227,145.0284
3,2385000.0,1.0,256.0,-37.85911,145.01783
3,1500000.0,3.0,382.0,-37.77206,144.90397
4,1655000.0,3.0,510.0,-37.87159000000001,145.0795
4,2405000.0,2.0,604.0,-37.86513,145.07918999999995
5,930000.0,2.0,992.0,-37.84613,145.25606000000005
3,700000.0,2.0,509.0,-37.84823,145.26673
4,860000.0,3.0,304.0,-37.8543,145.25253
2,1470000.0,1.0,633.0,-37.98489,145.04116000000005
4,1200000.0,2.0,293.0,-37.92594,145.03184
4,1620000.0,2.0,426.0,-37.91657,145.05534
4,1580000.0,2.0,604.0,-37.91327,145.07917
4,1695000.0,3.0,696.0,-37.81726,145.16061000000005
3,836000.0,2.0,407.0,-38.06257,145.1226
4,780000.0,2.0,820.0,-37.87393,145.28858
4,783000.0,1.0,730.0,-37.87377,145.28688
2,637000.0,1.0,318.0,-37.70688,145.11791000000005
3,1175000.0,1.0,284.0,-37.91155,145.00656999999995
3,1935000.0,2.0,385.0,-37.91068,145.00394
5,2000000.0,3.0,645.0,-37.91818,145.01513
3,1435000.0,2.0,251.0,-37.77588,144.95736000000005
2,1315000.0,1.0,234.0,-37.77539,144.95576
2,700000.0,1.0,61.0,-37.766,144.96076000000005
2,920000.0,1.0,240.0,-37.75697,144.95543
2,765000.0,2.0,77.0,-37.7617,144.96406000000005
4,1400000.0,1.0,678.0,-37.75967,144.97214
2,1105000.0,1.0,173.0,-37.77524,144.97529
4,1032000.0,2.0,599.0,-37.848,145.14165
4,821000.0,2.0,638.0,-37.76189,144.78517
2,850000.0,1.0,116.0,-37.82012,145.08526
3,1570000.0,2.0,602.0,-37.90248,145.05943
3,1275000.0,2.0,750.0,-37.90092,145.04924
3,1435000.0,2.0,430.0,-37.90008,145.06187
3,600000.0,1.0,406.0,-37.72484,144.74296
2,529000.0,1.0,199.0,-38.07938,145.13227
4,845000.0,2.0,633.0,-38.0781,145.12429
2,650000.0,2.0,0.0,-37.88776,145.03364
1,350000.0,1.0,0.0,-37.8681,145.02576000000005
2,665000.0,1.0,0.0,-37.86827,145.02113
2,674000.0,1.0,218.0,-37.88093,145.10574
3,840000.0,2.0,534.0,-38.04683,145.1261
2,745000.0,1.0,359.0,-37.96342,145.06516000000005
3,1240000.0,1.0,605.0,-37.97161,145.07036000000005
2,850000.0,1.0,0.0,-37.96021,145.05938
3,1300000.0,1.0,725.0,-37.91865,145.14341000000005
3,690000.0,1.0,64.0,-37.75535,144.96481
3,1600000.0,2.0,737.0,-37.75107,144.95112
3,690000.0,1.0,479.0,-37.73251,144.98178
2,1025000.0,2.0,108.0,-37.79531,144.9863
4,667000.0,2.0,480.0,-37.57201,144.90896999999995
3,678000.0,1.0,624.0,-37.97806,145.20432
3,595000.0,1.0,530.0,-37.96006,145.22093999999996
2,305000.0,1.0,141.0,-37.95431,145.20899
3,816000.0,2.0,533.0,-37.986,145.12035
4,2600000.0,4.0,1072.0,-37.79094,145.12733
3,1360000.0,1.0,647.0,-37.79436,145.13869
5,1600000.0,2.0,757.0,-37.77536,145.13163
4,1662000.0,2.0,785.0,-37.7738,145.16711999999995
3,545000.0,1.0,700.0,-37.99095,145.2316
2,750000.0,1.0,112.0,-37.76689,145.05206
2,975000.0,1.0,1764.0,-37.8879,145.01198
2,480000.0,1.0,1210.0,-37.8785,144.99316000000005
2,696750.0,1.0,0.0,-37.88094,144.99471
1,420000.0,1.0,1192.0,-37.88306,144.9841
2,695500.0,1.0,887.0,-37.88349,144.98699
3,540000.0,1.0,699.0,-37.65105,145.04613
3,620000.0,1.0,606.0,-37.64954,145.03648
3,1025000.0,2.0,203.0,-37.75582,144.91061000000005
3,1320000.0,2.0,276.0,-37.75126,144.89558
5,2210000.0,3.0,590.0,-37.75511,144.90935
3,700000.0,2.0,400.0,-37.71693,144.96527
3,712000.0,1.0,603.0,-37.70037,144.97007
3,775000.0,1.0,621.0,-37.71193,144.974
3,700000.0,1.0,593.0,-38.15517,145.12705
3,452000.0,1.0,624.0,-38.1187,145.14973
3,1890000.0,1.0,554.0,-37.84949,145.07726
4,1750000.0,1.0,655.0,-37.87173,145.15267
2,1100000.0,1.0,258.0,-37.88245,145.15982
3,695000.0,1.0,649.0,-37.69777,144.91952
3,817000.0,2.0,610.0,-37.71437,145.10112
3,680000.0,2.0,650.0,-37.64049,144.8846
5,1170000.0,3.0,1750.0,-37.65439,144.89113
5,830000.0,4.0,602.0,-37.65039,144.89948
3,827000.0,1.0,676.0,-37.70328,144.94161
3,627000.0,2.0,0.0,-37.70903,144.93995
3,690000.0,1.0,1396.0,-37.81415,145.03082
2,1022000.0,1.0,2267.0,-37.82193,145.01748999999995
5,5510000.0,2.0,820.0,-37.83031,145.02973
4,3335000.0,2.0,371.0,-37.81474,145.02608999999995
1,560000.0,1.0,0.0,-37.82694,145.03094
2,805000.0,1.0,0.0,-37.82258,145.0193
3,1875000.0,2.0,282.0,-37.82911,145.04531
4,2320000.0,2.0,528.0,-37.83539,145.0431
3,1465000.0,2.0,265.0,-37.84506,145.05246
3,701000.0,2.0,173.0,-37.8327,145.2348
3,885000.0,1.0,592.0,-37.73736,145.05603
3,485000.0,2.0,453.0,-37.68811,144.74999
3,555500.0,2.0,557.0,-37.87498,144.69617
3,910000.0,2.0,0.0,-37.75822,145.05056000000005
3,1300000.0,2.0,334.0,-37.76538,145.04963999999995
3,2525000.0,2.0,805.0,-37.7714,145.05963
3,670000.0,1.0,647.0,-37.72544,144.85259
2,990000.0,1.0,165.0,-37.7902,144.93192
2,942000.0,1.0,0.0,-37.81439,145.04237
1,515000.0,1.0,0.0,-37.80468,145.03614
4,2162000.0,2.0,794.0,-37.79172,145.05863
3,2260000.0,2.0,753.0,-37.79017,145.06381000000005
4,745000.0,2.0,624.0,-37.9887,145.16158
4,800001.0,1.0,467.0,-37.7126,145.02996000000005
3,521000.0,1.0,589.0,-37.67056,145.03698
2,592000.0,1.0,0.0,-37.86824,145.03503999999995
3,1780000.0,2.0,580.0,-37.8683,145.03909
2,585000.0,2.0,37000.0,-37.77518,144.89254
4,1085000.0,2.0,238.0,-37.7833,144.89717
4,355000.0,2.0,766.0,-37.69791,144.5807
5,355000.0,2.0,666.0,-37.67523,144.55833
2,800000.0,1.0,0.0,-37.98937,145.06723
3,885000.0,1.0,530.0,-37.97584000000001,145.08106999999995
3,2010000.0,1.0,207.0,-37.85356,144.96415
6,5600000.0,4.0,472.0,-37.85231,144.96373
4,732000.0,2.0,808.0,-37.67348,145.06982
4,720000.0,2.0,649.0,-37.67681,145.06413999999995
3,556500.0,1.0,526.0,-37.67561,145.05641
3,1850000.0,2.0,596.0,-37.76086,144.90497
2,760000.0,1.0,251.0,-37.76856,144.90577
5,872000.0,2.0,1254.0,-37.79026,145.33738
3,730000.0,2.0,947.0,-37.76517,145.3298
4,1170000.0,2.0,312.0,-38.002,145.08916000000005
3,1011000.0,2.0,297.0,-37.8605,145.12853
4,1337000.0,2.0,650.0,-37.74103,144.88496
2,970000.0,1.0,102.0,-37.79489,144.94207
4,1138000.0,2.0,697.0,-37.72001,144.91683
2,1114000.0,1.0,703.0,-37.90241,145.12378
3,740000.0,1.0,211.0,-37.89941,145.11523
4,1120000.0,2.0,564.0,-37.93543,145.08408
1,280000.0,1.0,821.0,-37.90296,145.04637
2,485000.0,1.0,0.0,-37.90335,145.03718
3,1315000.0,2.0,627.0,-37.99544,145.08727
3,1770000.0,2.0,2431.0,-37.78212,144.95755
3,1725000.0,2.0,0.0,-37.8429,144.94487
2,665000.0,2.0,1472.0,-37.84096,144.93791000000004
3,1400000.0,2.0,145.0,-37.84957,144.9889
5,1400000.0,2.0,558.0,-37.73472,144.99658
4,830000.0,1.0,540.0,-37.73935,145.01516999999996
3,881000.0,1.0,470.0,-37.73912,145.01298
3,945000.0,1.0,349.0,-37.74946,145.00875
3,1210000.0,2.0,515.0,-37.74794,144.99111000000005
3,725000.0,1.0,590.0,-37.73314,145.03437
3,972500.0,1.0,448.0,-37.73443,145.00201
3,955000.0,1.0,263.0,-37.74739,145.00933999999995
3,1900000.0,1.0,204.0,-37.78251,144.96817
2,521000.0,1.0,0.0,-37.7106,145.00177
3,857700.0,1.0,325.0,-37.72589,144.99681
3,642500.0,2.0,160.0,-37.71064000000001,145.01067
2,575000.0,1.0,407.0,-37.82046,144.99398
4,910000.0,1.0,669.0,-37.81656,145.24247
4,1200000.0,1.0,833.0,-37.81186,145.25419
3,425000.0,2.0,255.0,-37.63382,144.92774
4,2300000.0,2.0,604.0,-37.95326,145.01779
3,1710000.0,2.0,398.0,-37.94785,145.01467
4,2221000.0,2.0,381.0,-37.95372,145.00608
3,515000.0,1.0,531.0,-37.87793,144.75626
3,540000.0,1.0,648.0,-38.11014,145.14336
3,1360000.0,2.0,663.0,-37.8642,144.84257
3,1180000.0,1.0,198.0,-37.80779,144.88887
3,790000.0,2.0,334.0,-37.83137,144.86731
2,530000.0,1.0,1646.0,-37.83406,144.97131000000005
4,915000.0,3.0,624.0,-37.63485,145.07272
3,644000.0,2.0,492.0,-37.64215,145.08584
5,905000.0,5.0,700.0,-37.6236,145.10629
2,800000.0,2.0,0.0,-37.84712,144.99967
2,2210000.0,2.0,187.0,-37.83554,144.97956000000005
3,1400000.0,1.0,136.0,-37.84497,144.99781000000004
2,535000.0,1.0,0.0,-37.84468,145.00368
1,422000.0,1.0,63.0,-37.83014,144.96967
2,790000.0,2.0,213.0,-37.73519,144.92373999999995
3,410000.0,2.0,600.0,-37.57686,144.71023
2,740000.0,1.0,193.0,-37.83275,145.1055
3,680000.0,2.0,666.0,-37.71594,144.7415
3,1350000.0,2.0,809.0,-37.75289,145.12826
4,1010000.0,3.0,332.0,-37.76577,145.10728999999995
3,740000.0,2.0,545.0,-37.68403,144.99246000000005
2,493000.0,1.0,0.0,-37.75257,145.00279
4,1626000.0,1.0,495.0,-37.75231,144.99023
1,550000.0,1.0,0.0,-37.83732,145.01164
2,682000.0,1.0,713.0,-37.84301,145.02641
4,975000.0,2.0,0.0,-37.83368,145.20408999999995
3,820000.0,2.0,277.0,-37.83581,145.19802
3,655000.0,2.0,253.0,-37.7004,145.09033
3,472000.0,1.0,700.0,-37.89363,144.65693000000005
3,467000.0,2.0,268.0,-37.89347,144.66679
3,390000.0,1.0,530.0,-37.90111,144.63302
3,1155000.0,2.0,342.0,-37.79369000000001,144.87511
3,1100000.0,2.0,380.0,-37.79194,144.87143999999995
3,540000.0,1.0,532.0,-37.67949,144.88349
4,1171000.0,2.0,800.0,-37.92024,145.18049
4,1900000.0,2.0,448.0,-37.86409,144.88224
5,1670000.0,3.0,617.0,-37.71992,145.0988
2,950000.0,1.0,150.0,-37.81956,144.89054
2,480000.0,1.0,601.0,-37.80915,145.00066
2,750000.0,1.0,2379.0,-37.80554,144.99612
3,730000.0,1.0,242.0,-37.72893,144.88859
4,820000.0,2.0,604.0,-37.77967,144.81275
3,670000.0,2.0,284.0,-37.86066,144.82013
3,765000.0,2.0,200.0,-37.86837,144.81502
3,870000.0,1.0,559.0,-37.8399,144.86228
4,3200000.0,4.0,847.0,-37.85938,145.01086999999995
4,1750000.0,2.0,360.0,-37.77459,144.92993
4,1680000.0,3.0,726.0,-37.85842,145.10288
3,860000.0,2.0,280.0,-37.87105,145.10198
3,750000.0,1.0,585.0,-37.75986,144.85886000000005
3,2380000.0,2.0,752.0,-37.80648,145.08274
1,2100000.0,1.0,678.0,-37.80292,145.06423999999996
4,3050000.0,4.0,613.0,-37.81167,145.08595
3,1557000.0,2.0,292.0,-37.80259,145.09878
4,2050000.0,1.0,1138.0,-37.79284000000001,145.10082
2,520000.0,1.0,418.0,-37.83777,145.26345
4,925000.0,1.0,993.0,-37.84688,145.25632
3,616000.0,2.0,586.0,-37.82273,145.27323
4,2700000.0,4.0,673.0,-37.91888,145.04775
3,1525000.0,1.0,581.0,-37.9178,145.05414
4,1330000.0,2.0,566.0,-37.91503,145.07997
4,608500.0,2.0,563.0,-38.05379,145.34803
2,879000.0,1.0,0.0,-37.96341,145.01735
4,1280000.0,2.0,797.0,-37.80755,145.1638
2,710500.0,1.0,598.0,-37.70681,145.11731
4,2100000.0,3.0,608.0,-37.91777,145.01798
2,310000.0,1.0,171.0,-37.68489,144.9212
2,510000.0,1.0,0.0,-37.77002,144.97154
3,1925000.0,1.0,479.0,-37.77694,144.96669
2,890000.0,1.0,138.0,-37.75908,144.96969
4,1500000.0,1.0,318.0,-37.76792,144.97141000000005
1,312000.0,1.0,406.0,-37.75847,144.94226
3,1010000.0,2.0,413.0,-37.76545,144.94442
4,755000.0,2.0,300.0,-37.68223,145.07818
3,918000.0,2.0,207.0,-37.85682,145.10873
5,2361000.0,3.0,844.0,-37.84753,145.07198
3,1550000.0,2.0,557.0,-37.89584,145.04741
3,500000.0,2.0,509.0,-38.09111,145.19083999999995
3,1237000.0,2.0,0.0,-37.90034,145.01283
3,861000.0,2.0,305.0,-37.96836,145.06452
3,1462000.0,1.0,816.0,-37.92027,145.12937
4,600000.0,2.0,560.0,-37.59943,144.91439
4,820000.0,2.0,841.0,-37.76917,145.29265
4,1100000.0,2.0,840.0,-37.97824,145.12949
4,1120000.0,2.0,280.0,-37.79423,145.13696000000004
3,850000.0,2.0,236.0,-37.78963,145.16973000000004
4,1125000.0,3.0,284.0,-37.79773,145.15141
3,1875000.0,1.0,118.0,-37.81351,144.98803999999996
2,1350000.0,2.0,87.0,-37.81803,144.9892
3,1460000.0,1.0,377.0,-37.88783,145.01324
2,550000.0,1.0,1172.0,-37.88533,145.01049
4,1065000.0,2.0,816.0,-37.72308,145.14011000000005
4,977500.0,2.0,1004.0,-37.69999,145.1617
2,810000.0,1.0,0.0,-37.8835,144.99549
2,543000.0,1.0,0.0,-37.88042,144.9818
4,660000.0,1.0,558.0,-37.64666,145.03062
3,568000.0,2.0,420.0,-37.62145,145.01051
4,680000.0,2.0,656.0,-37.63878,145.05577
2,580000.0,1.0,921.0,-37.74904,144.90668
4,970000.0,2.0,0.0,-37.74541,144.89844
2,1195000.0,1.0,337.0,-37.7545,144.91194
4,1155000.0,1.0,616.0,-37.75728,144.90723
3,800000.0,2.0,161.0,-37.73566,144.89368000000005
5,1018000.0,2.0,737.0,-37.71729000000001,144.96403
5,1100000.0,3.0,836.0,-37.8801,145.26011
3,1394000.0,2.0,60.0,-37.79714,144.97596
1,240000.0,1.0,1015.0,-37.78778,144.89037
1,310000.0,1.0,0.0,-37.80376,144.89862
3,540000.0,1.0,665.0,-37.48701,144.58567
5,691000.0,2.0,551.0,-37.68329,144.89302
3,3056000.0,2.0,1590.0,-37.86957,145.17543999999995
5,2650000.0,3.0,662.0,-37.87853,145.15542
3,655000.0,2.0,0.0,-37.89873,145.15072
3,1550000.0,2.0,648.0,-37.88255,145.14727
3,780000.0,1.0,697.0,-37.69795,144.94285
4,780000.0,1.0,697.0,-37.70159,144.93948
4,945000.0,2.0,474.0,-37.70626,144.89551
4,645000.0,2.0,538.0,-37.6499,144.9013
3,601000.0,2.0,604.0,-38.00305,145.2729
3,970000.0,2.0,0.0,-37.93538,145.00224
4,7650000.0,2.0,1690.0,-37.82652,145.03052
1,375000.0,1.0,0.0,-37.82538,145.02546
2,1080000.0,2.0,6996.0,-37.82712,145.02427
5,2855000.0,3.0,572.0,-37.81936,145.05131
4,3255000.0,3.0,1116.0,-37.84283,145.05178
4,828000.0,2.0,264.0,-37.74352,145.08082
4,1230000.0,1.0,630.0,-37.74863,145.07202
3,590000.0,1.0,290.0,-37.7368,145.05048
4,1145000.0,1.0,603.0,-37.90822,145.11146000000005
3,550000.0,1.0,802.0,-37.72343,144.81411
2,730000.0,2.0,2135.0,-37.79561,144.93499
1,392000.0,1.0,0.0,-37.78993,144.92306000000005
2,1150000.0,1.0,147.0,-37.79067,144.92844
4,1415000.0,2.0,199.0,-37.7916,144.92855
5,3175000.0,4.0,769.0,-37.81143,145.03723
3,638000.0,1.0,679.0,-37.67304,145.03396999999995
4,2520000.0,3.0,960.0,-37.87605,145.05563
1,301000.0,1.0,887.0,-37.76878,144.89197
2,740000.0,1.0,0.0,-37.81317,144.95452
4,420000.0,2.0,642.0,-37.69159000000001,144.5864
3,1051000.0,2.0,435.0,-37.97889,145.0745
2,660000.0,1.0,101.0,-37.98558,145.05966
4,865000.0,2.0,612.0,-37.65478,145.05199
4,1302000.0,1.0,842.0,-37.81235,145.19756
3,800000.0,2.0,343.0,-37.82158,145.21129
3,1850000.0,2.0,596.0,-37.76086,144.90497
1,222000.0,1.0,0.0,-37.77154,144.91597
3,581000.0,1.0,484.0,-37.78454,145.33073000000005
4,1150000.0,2.0,603.0,-38.00549,145.10371999999995
4,1352000.0,3.0,708.0,-37.89187,145.11049
4,1728000.0,3.0,720.0,-37.87833,145.13731
4,902000.0,2.0,726.0,-37.93058,145.16308
3,1561000.0,1.0,627.0,-37.89561,145.07502
3,1300000.0,1.0,646.0,-37.7415,144.88923
3,840000.0,1.0,390.0,-37.90354,145.14394
5,1060000.0,3.0,766.0,-37.81113,145.17681000000005
3,840000.0,1.0,722.0,-37.71433,144.90616
4,1071888.0,2.0,553.0,-37.71328,144.90585
2,790000.0,2.0,208.0,-37.71679,144.90901000000005
3,820000.0,2.0,200.0,-37.91017,145.11488
3,1218500.0,1.0,673.0,-37.91693,145.08739
2,695000.0,1.0,126.0,-37.90552,145.03087
3,940000.0,2.0,454.0,-37.99443,145.0885
4,1300000.0,2.0,597.0,-37.99232,145.08469
3,1199000.0,2.0,689.0,-37.73072,144.94829
3,1388000.0,2.0,104.0,-37.83165,144.94411000000005
1,440000.0,1.0,0.0,-37.85012,144.99225
4,2300000.0,2.0,291.0,-37.84961,145.00248
4,840000.0,1.0,313.0,-37.74955,145.00949
3,510000.0,1.0,178.0,-37.70985,145.02073
3,780000.0,1.0,893.0,-37.69964,145.00945
3,1255000.0,2.0,124.0,-37.8147,145.00852
2,1275000.0,1.0,110.0,-37.82324000000001,145.01331000000005
3,1120000.0,2.0,134.0,-37.81186,144.99472
3,1190000.0,2.0,105.0,-37.82146,145.00203
3,1425000.0,3.0,81.0,-37.82622,144.99879
4,1175000.0,2.0,842.0,-37.81109,145.25738
3,755000.0,2.0,306.0,-37.80384,145.22562
4,1005800.0,2.0,502.0,-37.92985,145.25184
4,555698.0,2.0,534.0,-38.09083,145.20139
3,1250000.0,2.0,0.0,-37.83185,144.96817
1,407500.0,1.0,0.0,-37.83087,144.96864
2,642500.0,1.0,8888.0,-37.82481,144.96669
3,460000.0,1.0,160.0,-37.73915,144.80289
3,610000.0,1.0,582.0,-37.74538,144.79216
3,500000.0,1.0,388.0,-37.73163,144.80697
2,615000.0,1.0,1123.0,-37.86736,144.98391
3,455000.0,1.0,639.0,-37.56291,144.72848
3,810000.0,1.0,459.0,-37.78519,144.83651
3,805000.0,1.0,631.0,-37.78956,144.84526
2,807000.0,1.0,1501.0,-37.81665,145.10043000000005
3,471000.0,2.0,338.0,-37.705,144.75759
3,558000.0,2.0,431.0,-37.7209,144.75053
5,780000.0,2.0,663.0,-37.69496,144.79511000000005
3,1240000.0,2.0,673.0,-37.75965,145.09937
2,756000.0,1.0,0.0,-37.75267,145.00361999999996
4,1050000.0,2.0,651.0,-37.84842,145.1816
3,940000.0,2.0,541.0,-37.73136,145.09562
3,830000.0,2.0,1025.0,-37.90188,144.65138000000005
3,855000.0,2.0,92.0,-37.79683,144.99586000000005
2,685000.0,1.0,324.0,-37.84469,144.95578
1,330000.0,1.0,60.0,-37.78469000000001,145.03239
3,1010000.0,2.0,150.0,-37.77639,144.91666
3,990000.0,1.0,196.0,-37.77552,144.92022
4,773000.0,2.0,344.0,-37.75861,144.86687
5,3200000.0,3.0,836.0,-37.78839,145.07076
4,675000.0,2.0,1031.0,-38.00224,145.41081
4,1815000.0,3.0,933.0,-37.91954000000001,145.07637
3,1225000.0,1.0,580.0,-37.90984,145.08001000000004
3,690000.0,2.0,703.0,-38.03062,145.35951
3,880000.0,1.0,335.0,-37.82876,145.13808999999995
3,1264000.0,1.0,579.0,-37.83831,145.13985
2,570000.0,1.0,567.0,-37.7877,144.84757
3,2655000.0,2.0,697.0,-37.92829,145.00281
4,2525000.0,2.0,725.0,-37.92884,145.01518000000004
3,1300000.0,1.0,684.0,-37.90514,145.02524
3,1275000.0,1.0,406.0,-37.77655,144.96325
3,1204000.0,1.0,186.0,-37.76227,144.95649
4,1268000.0,2.0,645.0,-37.76097,144.93933
3,1445000.0,1.0,613.0,-37.76883,144.94592
3,1000000.0,1.0,96.0,-37.79674,144.96563
5,1150000.0,5.0,688.0,-37.74281,144.72513
4,1700000.0,2.0,627.0,-37.89918,145.01679
4,732000.0,2.0,536.0,-38.03526,145.13286000000005
3,800000.0,1.0,366.0,-37.96877,145.07484
3,877000.0,1.0,533.0,-37.96257,145.08252
3,900000.0,1.0,537.0,-37.96388,145.07807
3,780000.0,2.0,318.0,-37.91712,145.13625
4,1020000.0,2.0,441.0,-37.73572,144.97256000000004
2,996000.0,1.0,476.0,-37.73883,144.95321
2,1095000.0,1.0,151.0,-37.79853,144.99256
4,492000.0,2.0,479.0,-37.57005,144.91908999999995
3,425000.0,2.0,263.0,-37.57307,144.92513
4,860000.0,3.0,907.0,-37.79636,145.29351
3,801000.0,2.0,526.0,-37.98217,145.14061
5,955000.0,3.0,619.0,-37.97545,145.12053999999995
3,967500.0,1.0,768.0,-37.69031,145.14557
4,890000.0,2.0,786.0,-37.70257,145.14995
3,1800000.0,2.0,188.0,-37.87818,144.98532
2,410000.0,1.0,0.0,-37.75122,144.91805
3,930000.0,2.0,223.0,-37.74566,144.89346
3,650000.0,1.0,616.0,-37.71245,144.97059
2,700000.0,1.0,470.0,-37.79723,144.97686000000004
3,570000.0,1.0,537.0,-38.14264,145.14684
3,512000.0,1.0,197.0,-37.70489,144.91033000000004
3,895000.0,2.0,1036.0,-37.69538,145.11543
5,880000.0,3.0,789.0,-37.69817000000001,145.12852
4,925000.0,2.0,1070.0,-37.69999,145.1279
4,715000.0,2.0,680.0,-37.61236,144.90753
4,840500.0,2.0,494.0,-37.61424,144.88705
2,1285000.0,1.0,348.0,-37.93557,145.00463
2,685000.0,1.0,0.0,-37.9392,145.00095
3,957000.0,2.0,254.0,-37.94313,145.03501
3,2370000.0,2.0,362.0,-37.82866,145.04259
2,1682000.0,1.0,264.0,-37.8285,145.04022
3,660000.0,2.0,666.0,-37.68381,144.73331000000005
3,975000.0,2.0,103.0,-37.76676,145.04333
4,670000.0,2.0,713.0,-37.72305,144.81073999999995
3,560000.0,1.0,364.0,-37.67122,145.01487
2,511500.0,1.0,416.0,-37.67096,145.02445
4,3600000.0,3.0,552.0,-37.87421,145.04958
3,815000.0,2.0,198.0,-37.78667,144.88834
3,467000.0,1.0,565.0,-37.65702,144.92447
4,405000.0,2.0,590.0,-37.67815,144.58355
2,428000.0,1.0,389.0,-37.65623,145.07431
4,722500.0,2.0,643.0,-37.65959,145.08302
2,421000.0,1.0,257.0,-37.65636,145.03996999999995
1,286000.0,1.0,114.0,-37.76911,144.92472
4,920000.0,2.0,413.0,-37.99906,145.09386
3,620000.0,1.0,2385.0,-37.79977,145.37222
3,1200000.0,1.0,807.0,-37.86788,145.12121000000005
3,865000.0,1.0,739.0,-37.92769000000001,145.16792
4,1920000.0,1.0,718.0,-37.8888,145.07271
3,1230000.0,1.0,396.0,-37.8363,144.87588
3,1220000.0,1.0,492.0,-37.83529,144.87893
3,660000.0,1.0,550.0,-37.98298,145.17932
2,570000.0,2.0,1223.0,-37.8006,144.95418999999995
5,1550000.0,3.0,4221.0,-37.73371,145.24045
4,1075000.0,2.0,697.0,-37.80864,145.17161000000004
4,1071888.0,2.0,553.0,-37.71328,144.90585
2,560000.0,1.0,132.0,-37.72048,144.91323
5,1750000.0,2.0,546.0,-37.90465,145.08893999999995
3,1210000.0,1.0,700.0,-37.9125,145.11844
4,1300000.0,2.0,597.0,-37.99232,145.08469
2,740000.0,1.0,487.0,-37.71949,144.94283
3,800000.0,1.0,0.0,-37.84426,144.94415
2,1020000.0,1.0,0.0,-37.85931,145.00616000000005
2,660000.0,2.0,0.0,-37.85184,145.01049
3,1242000.0,2.0,468.0,-37.75335,145.01641999999995
5,1350000.0,3.0,525.0,-37.75017,145.01203999999996
3,1020000.0,3.0,158.0,-37.75026,144.98428
5,912000.0,3.0,890.0,-37.70295,145.00277
3,685000.0,1.0,494.0,-37.71477,144.98235
1,270000.0,1.0,0.0,-37.71408,145.00441
2,890500.0,2.0,180.0,-37.81443,144.99079
4,817000.0,2.0,1459.0,-37.45709,144.68999
3,750000.0,1.0,446.0,-37.7987,145.23032
4,860000.0,2.0,725.0,-37.9088,145.26318999999995
4,645000.0,2.0,448.0,-38.0817,145.19654
4,1770000.0,2.0,463.0,-37.95877,145.02701000000005
3,1085000.0,1.0,297.0,-37.80828,144.8856
4,780000.0,2.0,696.0,-37.78647,144.81319
5,2000000.0,3.0,735.0,-37.83583,145.10664
4,1450000.0,2.0,883.0,-37.76255,145.16233
4,1860000.0,3.0,682.0,-37.7572,145.15456
3,651000.0,1.0,555.0,-37.68211,145.03204
3,1250000.0,1.0,695.0,-37.75506,145.01841000000005
4,1235000.0,2.0,624.0,-37.83344,145.19063
4,1290000.0,2.0,407.0,-37.85028,145.18787
6,1180000.0,2.0,453.0,-37.87309000000001,145.23078
2,957500.0,1.0,136.0,-37.85542,144.99571
3,2080000.0,2.0,754.0,-37.85679,145.00089
3,852000.0,2.0,629.0,-37.73058,145.08705
2,505000.0,1.0,0.0,-37.80206,145.00015
3,1402500.0,1.0,270.0,-37.8023,144.99615
5,2905000.0,3.0,557.0,-37.76181,144.89327
2,650000.0,1.0,374.0,-37.71811,144.87693000000004
3,856000.0,2.0,300.0,-37.71917,144.87819
3,1505000.0,1.0,149.0,-37.84587,144.94828
